year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,analysis_period,source_validation_caution,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag
2023,Cerebras Systems,CRBR,USA,country,False,fabless_ai,AI expansion,False,0.3,8.9,0.03,0.15,0.0,0.026699999999999998,0.003300000000000001,False,50.0,0.0,False
2024,Cerebras Systems,CRBR,USA,country,False,fabless_ai,AI expansion,False,0.77,4.3,0.03,0.39,0.01,0.03311,0.0031100000000000017,False,50.64935064935065,1.2987012987012987,False
2025,Cerebras Systems,CRBR,USA,country,False,fabless_ai,AI expansion,True,1.64,7.0,0.12,0.82,0.02,0.11479999999999999,0.00520000000000001,False,50.0,1.2195121951219512,False
2026,Cerebras Systems,CRBR,USA,country,False,fabless_ai,AI expansion,True,2.49,5.2,0.13,1.25,0.02,0.12948,0.0005199999999999927,False,50.2008032128514,0.8032128514056224,False
2019,Graphcore,GPHC,GBR,country,False,fabless_ai,Smart automobile expansion,False,0.0,10.4,0.0,0.0,0.0,0.0,0.0,False,,,True
2020,Graphcore,GPHC,GBR,country,False,fabless_ai,Smart automobile expansion,False,0.0,11.3,0.0,0.0,0.0,0.0,0.0,False,,,True
2021,Graphcore,GPHC,GBR,country,False,fabless_ai,Smart automobile expansion,False,0.07,12.6,0.01,0.03,0.0,0.00882,0.0011800000000000005,False,42.85714285714285,0.0,False
2022,Graphcore,GPHC,GBR,country,False,fabless_ai,Transition Year,False,0.05,11.9,0.01,0.02,0.0,0.00595,0.00405,False,40.0,0.0,False
2023,Graphcore,GPHC,GBR,country,False,fabless_ai,AI expansion,False,0.05,5.9,0.0,0.02,0.0,0.0029500000000000004,0.0029500000000000004,False,40.0,0.0,False
2024,Graphcore,GPHC,GBR,country,False,fabless_ai,AI expansion,False,0.05,11.1,0.01,0.02,0.0,0.00555,0.00445,False,40.0,0.0,False
2025,Graphcore,GPHC,GBR,country,False,fabless_ai,AI expansion,True,0.06,9.6,0.01,0.03,0.0,0.0057599999999999995,0.004240000000000001,False,50.0,0.0,False
2026,Graphcore,GPHC,GBR,country,False,fabless_ai,AI expansion,True,0.07,13.0,0.01,0.04,0.0,0.009100000000000002,0.000899999999999998,False,57.14285714285714,0.0,False
2020,Groq,GROQ,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,12.3,0.0,0.0,0.0,0.0,0.0,False,,,True
2021,Groq,GROQ,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,15.9,0.0,0.0,0.0,0.0,0.0,False,,,True
2022,Groq,GROQ,USA,country,False,fabless_ai,Transition Year,False,0.02,7.2,0.0,0.01,0.0,0.00144,0.00144,False,50.0,0.0,False
2023,Groq,GROQ,USA,country,False,fabless_ai,AI expansion,False,0.04,6.8,0.0,0.02,0.0,0.00272,0.00272,False,50.0,0.0,False
2024,Groq,GROQ,USA,country,False,fabless_ai,AI expansion,False,0.48,8.5,0.04,0.24,0.0,0.0408,0.0008000000000000021,False,50.0,0.0,False
2025,Groq,GROQ,USA,country,False,fabless_ai,AI expansion,True,1.27,9.7,0.12,0.63,0.01,0.12319,0.0031899999999999984,False,49.60629921259843,0.7874015748031495,False
2026,Groq,GROQ,USA,country,False,fabless_ai,AI expansion,True,1.96,8.0,0.16,0.98,0.02,0.1568,0.0032000000000000084,False,50.0,1.0204081632653061,False
2020,SambaNova,SN,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,7.4,0.0,0.0,0.0,0.0,0.0,False,,,True
2021,SambaNova,SN,USA,country,False,fabless_ai,Smart automobile expansion,False,0.02,10.9,0.0,0.01,0.0,0.00218,0.00218,False,50.0,0.0,False
2022,SambaNova,SN,USA,country,False,fabless_ai,Transition Year,False,0.05,8.5,0.0,0.03,0.0,0.00425,0.00425,False,60.0,0.0,False
2023,SambaNova,SN,USA,country,False,fabless_ai,AI expansion,False,0.1,7.9,0.01,0.05,0.0,0.0079,0.0020999999999999994,False,50.0,0.0,False
2024,SambaNova,SN,USA,country,False,fabless_ai,AI expansion,False,0.37,5.9,0.02,0.18,0.0,0.021830000000000002,0.0018300000000000018,False,48.648648648648646,0.0,False
2025,SambaNova,SN,USA,country,False,fabless_ai,AI expansion,True,0.9,3.3,0.03,0.45,0.01,0.029699999999999997,0.00030000000000000165,False,50.0,1.1111111111111112,False
2026,SambaNova,SN,USA,country,False,fabless_ai,AI expansion,True,1.45,14.0,0.2,0.72,0.01,0.203,0.0030000000000000027,False,49.6551724137931,0.6896551724137931,False
2020,Tenstorrent,TNS,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,13.9,0.0,0.0,0.0,0.0,0.0,False,,,True
2021,Tenstorrent,TNS,USA,country,False,fabless_ai,Smart automobile expansion,False,0.01,12.3,0.0,0.01,0.0,0.0012300000000000002,0.0012300000000000002,False,100.0,0.0,False
2022,Tenstorrent,TNS,USA,country,False,fabless_ai,Transition Year,False,0.05,11.6,0.01,0.02,0.0,0.0058,0.004200000000000001,False,40.0,0.0,False
2023,Tenstorrent,TNS,USA,country,False,fabless_ai,AI expansion,False,0.1,8.3,0.01,0.05,0.0,0.0083,0.0017000000000000001,False,50.0,0.0,False
2024,Tenstorrent,TNS,USA,country,False,fabless_ai,AI expansion,False,0.31,11.7,0.04,0.15,0.0,0.03627,0.003730000000000004,False,48.387096774193544,0.0,False
2025,Tenstorrent,TNS,USA,country,False,fabless_ai,AI expansion,True,0.74,6.6,0.05,0.37,0.01,0.048839999999999995,0.0011600000000000082,False,50.0,1.3513513513513513,False
2026,Tenstorrent,TNS,USA,country,False,fabless_ai,AI expansion,True,1.16,10.3,0.12,0.58,0.01,0.11948,0.0005199999999999927,False,50.0,0.8620689655172415,False
