year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,value_chain_group,analysis_period,source_validation_caution,first_observed_year,years_since_first_observation,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag,previous_year,previous_revenue_usd_bn,previous_operating_income_usd_bn,consecutive_year_flag,revenue_growth_pct,absolute_revenue_change_usd_bn,operating_income_growth_pct,rd_to_operating_income_pct,capex_to_operating_income_pct,revenue_share_within_dataset_pct,revenue_rank_within_year,value_chain_revenue_usd_bn,value_chain_revenue_share_pct,growth_calculation_available,investment_ratio_available,recomputed_margin_pct,margin_difference_pp,extreme_flag
2015,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,5,2.25,40.4,0.91,0.79,0.02,0.909,0.001,False,35.11111111,0.888888889,False,2014.0,2.03,0.83,True,10.83743842,0.22,9.638554217,86.81318681,2.197802198,0.722265023,28,4.01,1.287236775,True,True,40.44444444444444,-0.04444444444444429,False
2016,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,6,2.51,42.5,1.07,0.88,0.03,1.06675,0.00325,False,35.05976096,1.195219124,False,2015.0,2.25,0.91,True,11.55555556,0.26,17.58241758,82.24299065,2.803738318,0.679719446,30,4.32,1.169875701,True,True,42.629482071713156,-0.12948207171315573,False
2017,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,7,2.8,37.8,1.06,0.98,0.03,1.0584,0.0016,False,35.0,1.071428571,False,2016.0,2.51,1.07,True,11.55378486,0.29,-0.934579439,92.45283019,2.830188679,0.650633206,29,4.74,1.101429069,True,True,37.85714285714286,-0.057142857142864045,False
2018,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,8,3.06,41.9,1.28,1.07,0.03,1.28214,0.00214,False,34.96732026,0.980392157,False,2017.0,2.8,1.06,True,9.285714286,0.26,20.75471698,83.59375,2.34375,0.642587148,28,5.22,1.096178076,True,True,41.830065359477125,0.06993464052287379,False
2019,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,9,3.4,41.0,1.39,1.19,0.03,1.394,0.004,False,35.0,0.882352941,False,2018.0,3.06,1.28,True,11.11111111,0.34,8.59375,85.61151079,2.158273381,0.686799313,29,5.86,1.183718816,True,True,40.88235294117647,0.117647058823529,False
2020,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,10,3.78,38.9,1.47,1.32,0.04,1.47042,0.00042,False,34.92063492,1.058201058,False,2019.0,3.4,1.39,True,11.17647059,0.38,5.755395683,89.79591837,2.721088435,0.750461593,28,6.4,1.270622804,True,True,38.88888888888889,0.011111111111105743,False
2021,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Smart automobile expansion,False,2010,11,4.45,41.1,1.83,1.56,0.04,1.82895,0.00105,False,35.05617978,0.898876404,False,2020.0,3.78,1.47,True,17.72486772,0.67,24.48979592,85.24590164,2.18579235,0.737940069,30,7.67,1.271910187,True,True,41.12359550561798,-0.023595505617976187,False
2022,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,Transition Year,False,2010,12,4.82,44.3,2.14,1.69,0.05,2.13526,0.00474,False,35.06224066,1.037344398,False,2021.0,4.45,1.83,True,8.314606742,0.37,16.93989071,78.97196262,2.336448598,0.691079058,28,8.34,1.195767499,True,True,44.398340248962654,-0.09834024896265703,False
2023,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,AI expansion,False,2010,13,5.71,35.0,2.0,2.0,0.06,1.9985,0.0015,False,35.0262697,1.050788091,False,2022.0,4.82,2.14,True,18.46473029,0.89,-6.542056075,100.0,3.0,0.872621686,28,9.74,1.488500038,True,True,35.02626970227671,-0.026269702276707108,False
2024,Synopsys,SNPS,USA,country,False,eda_software,EDA Software,AI expansion,False,2010,14,5.91,36.9,2.18,2.07,0.06,2.18079,0.00079,False,35.02538071,1.015228426,False,2023.0,5.71,2.0,True,3.50262697,0.2,9.0,94.95412844,2.752293578,0.713328747,29,10.38,1.252851505,True,True,36.886632825719126,0.013367174280872973,False
2015,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,5,27.31,42.3,11.56,2.18,12.29,11.55213,0.00787,False,7.982424021,45.00183083,False,2014.0,23.93,8.96,True,14.12452988,3.38,29.01785714,18.85813149,106.3148789,8.766692347,3,46.3,14.86260914,True,True,42.328817283046504,-0.028817283046507214,False
2016,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,6,29.19,43.4,12.66,2.34,13.14,12.66846,0.00846,False,8.016443988,45.01541624,False,2015.0,27.31,11.56,True,6.883925302,1.88,9.515570934,18.48341232,103.7914692,7.904785117,3,51.36,13.90852222,True,True,43.37101747173689,0.0289825282631071,False
2017,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,7,32.11,37.4,12.02,2.57,14.45,12.00914,0.01086,False,8.003737154,45.00155715,False,2016.0,29.19,12.66,True,10.00342583,2.92,-5.055292259,21.38103161,120.2163062,7.461368653,3,56.93,13.22876728,True,True,37.433821239489255,-0.03382123948925653,False
2018,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,8,34.58,37.1,12.84,2.77,15.56,12.82918,0.01082,False,8.010410642,44.99710816,False,2017.0,32.11,12.02,True,7.692307692,2.47,6.821963394,21.57320872,121.1838006,7.261654767,4,61.88,12.99454011,True,True,37.13128976286871,-0.03128976286870966,False
2019,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,9,40.91,39.9,16.3,3.27,18.41,16.32309,0.02309,True,7.993155708,45.0012222,False,2018.0,34.58,12.84,True,18.30537883,6.33,26.9470405,20.06134969,112.9447853,8.263811736,3,69.02,13.94202606,True,True,39.84355903202152,0.05644096797848164,False
2020,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,10,45.25,38.0,17.18,3.62,20.36,17.195,0.015,False,8.0,44.99447514,False,2019.0,40.91,16.3,True,10.60865314,4.34,5.398773006,21.07101281,118.5098952,8.983700292,3,75.64,15.01717326,True,True,37.96685082872928,0.03314917127072192,False
2021,TSMC,TSM,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,11,62.97,39.5,24.9,5.04,28.34,24.87315,0.02685,True,8.003811339,45.0055582,False,2020.0,45.25,17.18,True,39.16022099,17.72,44.93597206,20.24096386,113.815261,10.44226655,3,101.05,16.7570436,True,True,39.54263935207241,-0.04263935207241332,False
2022,TSMC,TSM,TWN,country,False,foundry,Foundry,Transition Year,False,2010,12,74.93,38.9,29.18,5.99,33.72,29.14777,0.03223,True,7.994127853,45.00200187,False,2021.0,62.97,24.9,True,18.99317135,11.96,17.18875502,20.52775874,115.5586018,10.74326843,2,119.96,17.19955266,True,True,38.9430134792473,-0.04301347924729981,False
2023,TSMC,TSM,TWN,country,False,foundry,Foundry,AI expansion,False,2010,13,70.42,41.1,28.94,5.63,31.69,28.94262,0.00262,False,7.994887816,45.00142005,False,2022.0,74.93,29.18,True,-6.018951021,-4.51,-0.822481151,19.45404285,109.5024188,10.76182471,1,105.72,16.15649117,True,True,41.09627946606078,0.003720533939223003,False
2024,TSMC,TSM,TWN,country,False,foundry,Foundry,AI expansion,False,2010,14,88.89,41.3,36.71,7.11,40.0,36.71157,0.00157,False,7.998650017,44.99943751,False,2023.0,70.42,28.94,True,26.22834422,18.47,26.84865238,19.36801961,108.9621357,10.72889887,2,131.07,15.81996596,True,True,41.29823377207785,0.001766227922146868,False
2021,Tenstorrent,TNS,USA,country,False,fabless_ai,Fabless,Smart automobile expansion,False,2020,1,0.01,12.3,0.0,0.01,0.0,0.00123,0.00123,False,100.0,0.0,False,2020.0,0.0,0.0,True,,0.01,,,,0.001658292,39,127.36,21.12001061,False,False,0.0,12.3,False
2022,Tenstorrent,TNS,USA,country,False,fabless_ai,Fabless,Transition Year,False,2020,2,0.05,11.6,0.01,0.02,0.0,0.0058,0.0042,False,40.0,0.0,False,2021.0,0.01,0.0,True,400.0,0.04,,200.0,0.0,0.00716887,36,154.83,22.19912253,True,True,20.0,-8.4,False
2023,Tenstorrent,TNS,USA,country,False,fabless_ai,Fabless,AI expansion,False,2020,3,0.1,8.3,0.01,0.05,0.0,0.0083,0.0017,False,50.0,0.0,False,2022.0,0.05,0.01,True,100.0,0.05,0.0,500.0,0.0,0.015282341,36,177.4,27.11087339,True,True,10.0,-1.6999999999999993,False
2024,Tenstorrent,TNS,USA,country,False,fabless_ai,Fabless,AI expansion,False,2020,4,0.31,11.7,0.04,0.15,0.0,0.03627,0.00373,False,48.38709677,0.0,False,2023.0,0.1,0.01,True,210.0,0.21,300.0,375.0,0.0,0.037416567,39,284.01,34.27961038,True,True,12.903225806451612,-1.2032258064516128,False
2015,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,5,12.63,42.3,5.35,1.52,1.52,5.34249,0.00751,False,12.03483769,12.03483769,False,2014.0,13.54,6.75,True,-6.720827179,-0.91,-20.74074074,28.41121495,28.41121495,4.05431433,7,172.79,55.46674371,True,True,42.35946159936658,-0.05946159936658546,False
2016,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,6,14.5,44.4,6.44,1.74,1.74,6.438,0.002,False,12.0,12.0,False,2015.0,12.63,5.35,True,14.80601742,1.87,20.37383178,27.01863354,27.01863354,3.926666125,7,211.93,57.39161047,True,True,44.41379310344828,-0.013793103448278998,False
2017,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,7,15.51,43.7,6.77,1.86,1.86,6.77787,0.00787,False,11.99226306,11.99226306,False,2016.0,14.5,6.44,True,6.965517241,1.01,5.124223602,27.47415066,27.47415066,3.604043221,8,247.23,57.44858836,True,True,43.649258542875565,0.05074145712443823,False
2018,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,8,16.5,45.4,7.49,1.98,1.98,7.491,0.001,False,12.0,12.0,False,2017.0,15.51,6.77,True,6.382978723,0.99,10.6351551,26.435247,26.435247,3.464930701,8,274.37,57.61654767,True,True,45.3939393939394,0.0060606060606005485,False
2019,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,9,15.27,49.7,7.59,1.83,1.83,7.58919,0.00081,False,11.98428291,11.98428291,False,2018.0,16.5,7.49,True,-7.454545455,-1.23,1.335113485,24.11067194,24.11067194,3.084536915,9,273.07,55.16008484,True,True,49.70530451866404,-0.0053045186640403585,False
2020,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,10,14.34,42.2,6.05,1.72,1.72,6.05148,0.00148,False,11.9944212,11.9944212,False,2019.0,15.27,7.59,True,-6.090373281,-0.93,-20.28985507,28.42975207,28.42975207,2.84698922,12,258.64,51.34904405,True,True,42.189679218967925,0.01032078103207823,False
2021,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Smart automobile expansion,False,2010,11,17.02,46.4,7.89,2.04,2.04,7.89728,0.00728,False,11.98589894,11.98589894,False,2020.0,14.34,6.05,True,18.68898187,2.68,30.41322314,25.85551331,25.85551331,2.822413479,12,285.1,47.2779132,True,True,46.3572267920094,0.04277320799059936,False
2022,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,Transition Year,False,2010,12,19.08,46.9,8.95,2.29,2.29,8.94852,0.00148,False,12.00209644,12.00209644,False,2021.0,17.02,7.89,True,12.10340776,2.06,13.4347275,25.58659218,25.58659218,2.735640754,13,317.07,45.46067158,True,True,46.90775681341719,-0.0077568134171883685,False
2023,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,AI expansion,False,2010,13,17.22,48.4,8.34,2.07,2.07,8.33448,0.00552,False,12.02090592,12.02090592,False,2022.0,19.08,8.95,True,-9.748427673,-1.86,-6.815642458,24.82014388,24.82014388,2.631619164,13,256.74,39.23588294,True,True,48.43205574912892,-0.03205574912892217,False
2024,Texas Instruments,TXN,USA,country,False,idm_analog,IDM,AI expansion,False,2010,14,14.89,42.6,6.35,1.79,1.79,6.34314,0.00686,False,12.02149093,12.02149093,False,2023.0,17.22,8.34,True,-13.53077816,-2.33,-23.86091127,28.18897638,28.18897638,1.797202206,15,301.22,36.35683335,True,True,42.64607118871726,-0.04607118871725646,False
2015,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,5,5.26,30.2,1.59,0.63,0.53,1.58852,0.00148,False,11.97718631,10.07604563,False,2014.0,5.53,1.73,True,-4.882459313,-0.27,-8.092485549,39.62264151,33.33333333,1.688495121,17,31.93,10.24974319,True,True,30.22813688212928,-0.02813688212928156,False
2016,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,6,7.3,31.3,2.29,0.88,0.73,2.2849,0.0051,False,12.05479452,10.0,False,2015.0,5.26,1.59,True,38.78326996,2.04,44.02515723,38.4279476,31.87772926,1.976873291,14,40.64,11.00549733,True,True,31.36986301369863,-0.06986301369862957,False
2017,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,7,9.63,34.9,3.37,1.16,0.96,3.36087,0.00913,False,12.04569055,9.968847352,False,2016.0,7.3,2.29,True,31.91780822,2.33,47.16157205,34.42136499,28.48664688,2.237713489,12,50.03,11.62542117,True,True,34.994807892004154,-0.09480789200415529,False
2018,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,8,11.41,31.8,3.62,1.37,1.14,3.62838,0.00838,False,12.00701139,9.991235758,False,2017.0,9.63,3.37,True,18.48390447,1.78,7.418397626,37.84530387,31.49171271,2.396052079,12,57.62,12.099958,True,True,31.72655565293602,0.07344434706397962,False
2019,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,9,10.82,29.7,3.22,1.3,1.08,3.21354,0.00646,False,12.01478743,9.981515712,False,2018.0,11.41,3.62,True,-5.170902717,-0.59,-11.04972376,40.37267081,33.54037267,2.185637814,13,59.07,11.93212807,True,True,29.75970425138632,-0.059704251386321516,False
2020,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,10,11.42,32.6,3.72,1.37,1.14,3.72292,0.00292,False,11.99649737,9.982486865,False,2019.0,10.82,3.22,True,5.545286506,0.6,15.52795031,36.82795699,30.64516129,2.267267565,13,63.11,12.52953205,True,True,32.57443082311734,0.025569176882662248,False
2021,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Smart automobile expansion,False,2010,11,13.79,32.7,4.5,1.65,1.38,4.50933,0.00933,False,11.96519217,10.00725163,False,2020.0,11.42,3.72,True,20.7530648,2.37,20.96774194,36.66666667,30.66666667,2.286785069,16,81.85,13.5731224,True,True,32.63234227701233,0.06765772298767558,False
2022,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,Transition Year,False,2010,12,16.54,33.6,5.56,1.99,1.65,5.55744,0.00256,False,12.03143894,9.975816203,False,2021.0,13.79,4.5,True,19.94198695,2.75,23.55555556,35.79136691,29.67625899,2.371462163,15,97.26,13.94488573,True,True,33.61547762998791,-0.015477629987906028,False
2023,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,AI expansion,False,2010,13,14.63,28.9,4.23,1.76,1.46,4.22807,0.00193,False,12.03007519,9.97949419,False,2022.0,16.54,5.56,True,-11.547763,-1.91,-23.92086331,41.60756501,34.51536643,2.235806526,16,104.75,16.00825246,True,True,28.913192071086808,-0.01319207108680942,False
2024,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Equipment,AI expansion,False,2010,14,13.64,21.2,2.89,1.64,1.36,2.89168,0.00168,False,12.02346041,9.970674487,False,2023.0,14.63,4.23,True,-6.766917293,-0.99,-31.678487,56.74740484,47.05882353,1.646328952,17,101.83,12.2907388,True,True,21.187683284457478,0.01231671554252145,False
2015,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,5,4.52,35.7,1.61,0.36,2.03,1.61364,0.00364,False,7.96460177,44.91150442,False,2014.0,4.62,1.88,True,-2.164502165,-0.1,-14.36170213,22.36024845,126.0869565,1.45095018,21,46.3,14.86260914,True,True,35.61946902654868,0.08053097345132443,False
2016,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,6,4.71,38.4,1.81,0.38,2.12,1.80864,0.00136,False,8.067940552,45.01061571,False,2015.0,4.52,1.61,True,4.203539823,0.19,12.42236025,20.99447514,117.1270718,1.275489479,23,51.36,13.90852222,True,True,38.42887473460722,-0.028874734607221342,False
2017,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,7,4.83,40.1,1.94,0.39,2.18,1.93683,0.00317,False,8.074534161,45.13457557,False,2016.0,4.71,1.81,True,2.547770701,0.12,7.182320442,20.10309278,112.371134,1.12234228,25,56.93,13.22876728,True,True,40.165631469979296,-0.06563146997929437,False
2018,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,8,5.14,39.3,2.02,0.41,2.31,2.02002,2e-05,False,7.976653696,44.94163424,False,2017.0,4.83,1.94,True,6.418219462,0.31,4.12371134,20.2970297,114.3564356,1.079378412,25,61.88,12.99454011,True,True,39.29961089494164,0.0003891050583604283,False
2019,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,9,5.29,40.5,2.14,0.42,2.38,2.14245,0.00245,False,7.939508507,44.9905482,False,2018.0,5.14,2.02,True,2.918287938,0.15,5.940594059,19.62616822,111.2149533,1.068578931,25,69.02,13.94202606,True,True,40.45368620037807,0.04631379962192739,False
2020,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,10,6.04,44.1,2.66,0.48,2.72,2.66364,0.00364,False,7.947019868,45.03311258,False,2019.0,5.29,2.14,True,14.17769376,0.75,24.29906542,18.04511278,102.2556391,1.199150271,21,75.64,15.01717326,True,True,44.039735099337754,0.0602649006622471,False
2021,UMC,UMC,TWN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,11,7.69,41.1,3.16,0.62,3.46,3.16059,0.00059,False,8.062418726,44.99349805,False,2020.0,6.04,2.66,True,27.31788079,1.65,18.79699248,19.62025316,109.4936709,1.275226771,22,101.05,16.7570436,True,True,41.0923276983095,0.0076723016905049235,False
2022,UMC,UMC,TWN,country,False,foundry,Foundry,Transition Year,False,2010,12,9.4,36.4,3.43,0.75,4.23,3.4216,0.0084,False,7.978723404,45.0,False,2021.0,7.69,3.16,True,22.236671,1.71,8.544303797,21.86588921,123.3236152,1.347747541,22,119.96,17.19955266,True,True,36.48936170212766,-0.08936170212766115,False
2023,UMC,UMC,TWN,country,False,foundry,Foundry,AI expansion,False,2010,13,6.87,37.2,2.56,0.55,3.09,2.55564,0.00436,False,8.005822416,44.97816594,False,2022.0,9.4,3.43,True,-26.91489362,-2.53,-25.36443149,21.484375,120.703125,1.049896844,26,105.72,16.15649117,True,True,37.26346433770015,-0.0634643377001467,False
2024,UMC,UMC,TWN,country,False,foundry,Foundry,AI expansion,False,2010,14,7.41,35.9,2.66,0.59,3.34,2.66019,0.00019,False,7.962213225,45.07422402,False,2023.0,6.87,2.56,True,7.860262009,0.54,3.90625,22.18045113,125.5639098,0.894376652,25,131.07,15.81996596,True,True,35.8974358974359,0.0025641025641007786,False
2017,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Smart automobile expansion,False,2017,0,0.1,24.2,0.02,0.01,0.04,0.0242,0.0042,False,10.0,40.0,False,,,,False,,,,50.0,200.0,0.0232369,34,247.23,57.44858836,False,True,20.0,4.199999999999999,False
2018,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Smart automobile expansion,False,2017,1,0.29,30.9,0.09,0.03,0.1,0.08961,0.00039,False,10.34482759,34.48275862,False,2017.0,0.1,0.02,True,190.0,0.19,350.0,33.33333333,111.1111111,0.060898782,34,274.37,57.61654767,True,True,31.03448275862069,-0.1344827586206918,False
2019,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Smart automobile expansion,False,2017,2,0.51,36.3,0.19,0.05,0.18,0.18513,0.00487,False,9.803921569,35.29411765,False,2018.0,0.29,0.09,True,75.86206897,0.22,111.1111111,26.31578947,94.73684211,0.103019897,35,273.07,55.16008484,True,True,37.254901960784316,-0.9549019607843192,False
2020,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Smart automobile expansion,False,2017,3,1.23,42.7,0.52,0.12,0.43,0.52521,0.00521,False,9.756097561,34.95934959,False,2019.0,0.51,0.19,True,141.1764706,0.72,173.6842105,23.07692308,82.69230769,0.24419782,33,258.64,51.34904405,True,True,42.27642276422765,0.4235772357723562,False
2021,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Smart automobile expansion,False,2017,4,2.1,41.5,0.87,0.21,0.73,0.8715,0.0015,False,10.0,34.76190476,False,2020.0,1.23,0.52,True,70.73170732,0.87,67.30769231,24.13793103,83.90804598,0.348241381,34,285.1,47.2779132,True,True,41.42857142857142,0.0714285714285765,False
2022,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,Transition Year,False,2017,5,4.12,42.4,1.74,0.41,1.44,1.74688,0.00688,False,9.951456311,34.95145631,False,2021.0,2.1,0.87,True,96.19047619,2.02,100.0,23.56321839,82.75862069,0.59071488,29,317.07,45.46067158,True,True,42.23300970873786,0.16699029126213816,False
2023,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,AI expansion,False,2017,6,5.17,27.0,1.4,0.52,1.81,1.3959,0.0041,False,10.05802708,35.00967118,False,2022.0,4.12,1.74,True,25.48543689,1.05,-19.54022989,37.14285714,129.2857143,0.790097043,30,256.74,39.23588294,True,True,27.079303675048354,-0.07930367504835445,False
2024,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,IDM,AI expansion,False,2017,7,6.62,31.6,2.09,0.66,2.32,2.09192,0.00192,False,9.96978852,35.04531722,False,2023.0,5.17,1.4,True,28.04642166,1.45,49.28571429,31.57894737,111.0047847,0.799024755,27,301.22,36.35683335,True,True,31.570996978851962,0.02900302114803921,False
